city_name,country_code,latitude,longitude
terville,fr,49.34668,6.13346
terrasson_lavilledieu,fr,45.13011,1.30136
ternay,fr,45.60835,4.81024
tergnier,fr,49.65607,3.30107
tercis_les_bains,fr,43.67048,-1.10738
terce,fr,46.51667,0.56386
tenteling,fr,49.12425,6.93692
tennie,fr,48.10769,-0.07626
tende,fr,44.08571,7.59340
tencin,fr,45.30953,5.95818
tence,fr,45.11503,4.29166
tenay,fr,45.91900,5.51041
templeuve,fr,50.52336,3.17809
templemars,fr,50.57387,3.05437
teloche,fr,47.88819,0.27086
telgruc_sur_mer,fr,48.23333,-4.35000
teille,fr,47.46170,-1.27810
tavers,fr,47.75921,1.61267
taverny,fr,49.02542,2.21691
tavel,fr,44.01270,4.69835
tavaux,fr,47.03376,5.40500
tauxigny,fr,47.21337,0.83479
tauriac,fr,45.04915,-0.50048
taupont,fr,47.95961,-2.43933
taulignan,fr,44.44425,4.97971
taule,fr,48.60000,-3.90000
tatinghem,fr,50.74317,2.20724
tassin_la_demi_lune,fr,45.75499,4.78812
tartas,fr,43.83248,-0.80895
tarnos,fr,43.54170,-1.46281
targon,fr,44.73495,-0.26351
tarbes,fr,43.23333,0.08333
tarascon_sur_ariege,fr,42.84545,1.60332
tarascon,fr,43.80583,4.66028
tarare,fr,45.89761,4.43272
taradeau,fr,43.45428,6.42776
taponnat_fleurignac,fr,45.77868,0.40932
tanneron,fr,43.59083,6.87495
tanlay,fr,47.84488,4.08504
taninges,fr,46.10883,6.59231
tancarville,fr,49.48550,0.45765
taluyers,fr,45.63991,4.72194
talmas,fr,50.03049,2.32554
talloires,fr,45.84036,6.21416
tallende,fr,45.67126,3.12799
tallard,fr,44.46128,6.05504
talensac,fr,48.10847,-1.92829
talence,fr,44.80477,-0.59543
talant,fr,47.33693,5.00888
talange,fr,49.23577,6.17167
taissy,fr,49.21509,4.09406
taintrux,fr,48.24944,6.89963
tain_l_hermitage,fr,45.07217,4.83708
taillecourt,fr,47.49521,6.85442
taillades,fr,43.83592,5.09216
taden,fr,48.47530,-2.01946
tacoignieres,fr,48.83619,1.67501
tabanac,fr,44.72059,-0.40513
suze_la_rousse,fr,44.28788,4.84346
sussargues,fr,43.71250,4.00310
surzur,fr,47.57850,-2.62892
sury_le_comtal,fr,45.53420,4.18642
survilliers,fr,49.09712,2.54449
surtainville,fr,49.45977,-1.81298
surgeres,fr,46.10820,-0.75148
suresnes,fr,48.87143,2.22929
surbourg,fr,48.91009,7.84716
sundhouse,fr,48.25110,7.60427
sundhoffen,fr,48.04263,7.41320
sumene,fr,43.98057,3.71575
sulniac,fr,47.67375,-2.57136
sully_sur_loire,fr,47.76372,2.37238
suippes,fr,49.12886,4.53446
suevres,fr,47.66655,1.46153
sucy_en_brie,fr,48.76872,2.53474
suce_sur_erdre,fr,47.33333,-1.53333
strasbourg,fr,48.58392,7.74553
stotzheim,fr,48.37868,7.49235
stosswihr,fr,48.05108,7.11001
stiring_wendel,fr,49.20198,6.93170
still,fr,48.54982,7.40444
stenay,fr,49.49489,5.18606
steinbourg,fr,48.77028,7.41354
steinbach,fr,47.82140,7.15279
steenwerck,fr,50.70199,2.77829
steenvoorde,fr,50.81046,2.58244
steene,fr,50.95228,2.36813
steenbecque,fr,50.67421,2.48442
stains,fr,48.95000,2.38333
staffelfelden,fr,47.82647,7.25235
spycker,fr,50.96915,2.32184
spicheren,fr,49.19252,6.96611
spezet,fr,48.20000,-3.71667
speracedes,fr,43.64364,6.85279
spay,fr,47.92384,0.15258
soyons,fr,44.88613,4.85059
soyaux,fr,45.65000,0.20000
souvigny,fr,46.53352,3.19247
soustons,fr,43.75328,-1.32780
soussans,fr,45.05619,-0.69916
sourzac,fr,45.04978,0.39598
sours,fr,48.41043,1.59889
sourdun,fr,48.53688,3.35200
sourdeval,fr,48.72312,-0.92223
sourcieux_les_mines,fr,45.80566,4.62358
souraide,fr,43.34154,-1.47559
souprosse,fr,43.78869,-0.71035
souppes_sur_loing,fr,48.18297,2.73521
soumoulou,fr,43.26667,-0.18333
soultz_sous_forets,fr,48.93693,7.88110
soultzmatt,fr,47.96188,7.23759
soultz_haut_rhin,fr,47.88740,7.23042
soultzeren,fr,48.06213,7.10214
soullans,fr,46.79624,-1.90106
souligne_sous_ballon,fr,48.13758,0.23572
soulge_sur_ouette,fr,48.06667,-0.56667
soulaire_et_bourg,fr,47.57896,-0.55232
soulaines_sur_aubance,fr,47.36381,-0.52265
soulac_sur_mer,fr,45.51068,-1.12524
souillac,fr,44.89720,1.47224
soufflenheim,fr,48.83026,7.96268
souffelweyersheim,fr,48.63540,7.74141
souesmes,fr,47.45638,2.17495
soues,fr,43.20736,0.09874
soudan,fr,47.73777,-1.30566
soucy,fr,48.24956,3.32385
soucieu_en_jarrest,fr,45.68017,4.70334
soucht,fr,48.95902,7.33434
souchez,fr,50.39291,2.73984
soucelles,fr,47.56848,-0.41819
soubise,fr,45.92395,-1.00938
soual,fr,43.55530,2.11679
sotteville_les_rouen,fr,49.40972,1.09005
sottevast,fr,49.52374,-1.59169
sospel,fr,43.87847,7.44840
sornay,fr,46.63023,5.17999
sorigny,fr,47.24329,0.69520
sorgues,fr,44.01023,4.87381
sorges,fr,45.30563,0.87328
soreze,fr,43.45241,2.06799
sorel_moussel,fr,48.83391,1.36699
sorede,fr,42.53069,2.95708
sorbiers,fr,45.48815,4.44933
soorts_hossegor,fr,43.66490,-1.39717
sonzay,fr,47.52687,0.46203
sonnaz,fr,45.62160,5.91840
sonnay,fr,45.35570,4.90637
songeons,fr,49.54916,1.85361
sonchamp,fr,48.57590,1.87753
sommieres,fr,43.78534,4.08973
somain,fr,50.35961,3.28108
solre_le_chateau,fr,50.17432,4.08898
sollies_ville,fr,43.18228,6.03858
sollies_toucas,fr,43.20821,6.02496
sollies_pont,fr,43.18978,6.04321
solignac_sur_loire,fr,44.96819,3.88529
solignac,fr,45.75528,1.27563
soliers,fr,49.13440,-0.29613
solgne,fr,48.96577,6.29635
solesmes,fr,50.18468,3.49799
solesmes,fr,47.85009,-0.29806
solers,fr,48.65919,2.71617
solaize,fr,45.63333,4.85000
soisy_sur_seine,fr,48.64875,2.45223
soisy_sur_ecole,fr,48.47637,2.49301
soisy_sous_montmorency,fr,48.98813,2.30156
soissons,fr,49.38167,3.32361
soings_en_sologne,fr,47.41289,1.52452
soignolles_en_brie,fr,48.65350,2.69968
socx,fr,50.93571,2.42422
sochaux,fr,47.50808,6.82748
smarves,fr,46.51078,0.34980
sizun,fr,48.40000,-4.08333
sixt_sur_aff,fr,47.77648,-2.07867
six_fours_les_plages,fr,43.10000,5.85000
sisteron,fr,44.18758,5.94623
sissonne,fr,49.57107,3.89369
sisco,fr,42.80000,9.43333
sireuil,fr,45.61667,0.01667
sion_les_mines,fr,47.73476,-1.59190
sin_le_noble,fr,50.36159,3.13113
sinceny,fr,49.59619,3.24679
simiane_collongue,fr,43.43067,5.43454
simandres,fr,45.61979,4.87087
simandre,fr,46.62364,4.98777
silly_le_long,fr,49.10749,2.79226
sillingy,fr,45.94542,6.03392
sillery,fr,49.19822,4.13244
sille_le_guillaume,fr,48.18266,-0.12642
sillans,fr,45.34068,5.38859
sigolsheim,fr,48.13475,7.30137
signy_le_petit,fr,49.90277,4.27990
signes,fr,43.29010,5.86232
sigean,fr,43.02777,2.97916
sierentz,fr,47.65852,7.45426
sierck_les_bains,fr,49.43942,6.35816
sibiril,fr,48.66667,-4.06667
sezanne,fr,48.72047,3.72339
seyssuel,fr,45.56006,4.85320
seyssins,fr,45.15513,5.67921
seyssinet_pariset,fr,45.17675,5.69387
seysses,fr,43.49801,1.31081
seynod,fr,45.88549,6.08831
seyne_les_alpes,fr,44.35042,6.35634
sevrier,fr,45.86415,6.14026
sevrey,fr,46.73825,4.84030
sevres_anxaumont,fr,46.57036,0.46603
sevres,fr,48.82292,2.21757
sevran,fr,48.94472,2.52746
sevignac,fr,48.33297,-2.33915
severac_le_chateau,fr,44.32429,3.05929
severac,fr,47.55008,-2.07496
seurre,fr,46.99923,5.15138
seugy,fr,49.12182,2.39377
sete,fr,43.40280,3.69278
sessenheim,fr,48.79652,7.98719
servon_sur_vilaine,fr,48.12114,-1.45971
servon,fr,48.71662,2.58737
servian,fr,43.42716,3.30032
servas,fr,46.13290,5.16538
serris,fr,48.84528,2.78611
ladoix_serrigny,fr,47.06667,4.88333
serrieres_de_briord,fr,45.80701,5.44831
serrieres,fr,45.31885,4.76342
serres_castet,fr,43.38333,-0.35000
serres,fr,44.42865,5.71581
serre_les_sapins,fr,47.25000,5.93333
serquigny,fr,49.10943,0.71016
serqueux,fr,49.63202,1.54005
serques,fr,50.79338,2.20134
serpaize,fr,45.55709,4.92062
sernhac,fr,43.91116,4.55039
sermoise_sur_loire,fr,46.95000,3.18333
sermerieu,fr,45.67070,5.40996
sermaize_les_bains,fr,48.78507,4.91169
sermaises,fr,48.29650,2.20546
serigne,fr,46.50107,-0.84453
serignan_du_comtat,fr,44.18850,4.84403
serignan,fr,43.27873,3.27712
serifontaine,fr,49.35440,1.76873
sergy,fr,46.25257,6.00058
sergines,fr,48.34203,3.26213
serezin_du_rhone,fr,45.62902,4.82467
serent,fr,47.82333,-2.50571
seremange_erzange,fr,49.32062,6.09092
sereilhac,fr,45.76843,1.08052
seraincourt,fr,49.03573,1.86703
sequedin,fr,50.62575,2.98276
septfonds,fr,44.17813,1.61806
septeuil,fr,48.89245,1.68357
septemes_les_vallons,fr,43.39834,5.36596
septeme,fr,45.55315,5.00345
sentheim,fr,47.75560,7.05305
sens_de_bretagne,fr,48.33245,-1.53535
sens,fr,48.20000,3.28333
senones,fr,48.39475,6.97818
senonches,fr,48.55999,1.03069
sennecey_les_dijon,fr,47.28984,5.10485
sennecey_le_grand,fr,46.64137,4.86707
senlis,fr,49.20000,2.58333
sene,fr,47.61900,-2.73700
senas,fr,43.74375,5.07800
semussac,fr,45.60000,-0.91667
semur_en_auxois,fr,47.48333,4.33333
semoy,fr,47.93333,1.95000
semeac,fr,43.22915,0.10602
semblancay,fr,47.50000,0.58333
semalens,fr,43.59225,2.11208
selvigny,fr,50.07971,3.34899
seltz,fr,48.89520,8.10757
selongey,fr,47.58846,5.18483
seloncourt,fr,47.45989,6.85535
selles_sur_cher,fr,47.27904,1.55387
selles_saint_denis,fr,47.38695,1.92295
selestat,fr,48.26667,7.45000
seissan,fr,43.49215,0.59250
seingbouse,fr,49.11724,6.83024
seine_port,fr,48.55743,2.55316
seillans,fr,43.63500,6.64666
seilhac,fr,45.36667,1.71667
seilh,fr,43.69469,1.35509
seigy,fr,47.25688,1.39964
seignosse,fr,43.68774,-1.37000
seignelay,fr,47.90542,3.60136
seiches_sur_le_loir,fr,47.57351,-0.35628
seichamps,fr,48.71114,6.26186
segre,fr,47.68333,-0.86667
segonzac,fr,45.61667,-0.21667
segny,fr,46.29601,6.07536
seez,fr,45.62209,6.79957
sees,fr,48.60403,0.17244
sedan,fr,49.70000,4.95000
secondigny,fr,46.61024,-0.41679
seclin,fr,50.54873,3.02731
sebourg,fr,50.34249,3.64352
seboncourt,fr,49.95273,3.47586
sebazac_concoures,fr,44.40484,2.60324
scy_chazelles,fr,49.11340,6.11470
scorbe_clairvaux,fr,46.81061,0.41369
scionzier,fr,46.05447,6.55757
sciez,fr,46.32909,6.37947
schwindratzheim,fr,48.75582,7.59898
schweighouse_sur_moder,fr,48.82009,7.72810
schoeneck,fr,49.21667,6.91667
schnersheim,fr,48.65741,7.56701
schirrhein,fr,48.80161,7.90588
schirmeck,fr,48.48313,7.22004
schiltigheim,fr,48.60749,7.74931
scherwiller,fr,48.28713,7.42135
scey_sur_saone_et_saint_albin,fr,47.66398,5.97451
sceaux,fr,48.77644,2.29026
scaer,fr,48.03333,-3.70000
saze,fr,43.94340,4.68096
sayat,fr,45.82754,3.05206
savy_berlette,fr,50.35249,2.56456
savonnieres,fr,47.34769,0.54961
savigny_sur_orge,fr,48.67677,2.34835
savigny_sur_braye,fr,47.87923,0.80981
savigny_levescault,fr,46.53502,0.47719
savigny_le_temple,fr,48.57409,2.58287
savigny_les_beaune,fr,47.06357,4.81821
savigny_en_veron,fr,47.20071,0.14457
savigny_en_sancerre,fr,47.44142,2.80953
savigny,fr,45.81732,4.57543
savigneux,fr,45.61670,4.08330
savigne_sur_lathan,fr,47.44483,0.32093
savigne,fr,46.15950,0.31937
saverne,fr,48.74164,7.36221
saverdun,fr,43.23526,1.57398
savennieres,fr,47.38225,-0.65708
savenay,fr,47.36072,-1.94215
savasse,fr,44.60229,4.77931
sauze_vaussais,fr,46.13369,0.10673
sauzet,fr,44.60288,4.81789
sauxillanges,fr,45.55267,3.37380
sauvigny_les_bois,fr,46.96676,3.27190
sauviat_sur_vige,fr,45.90720,1.60827
sauvian,fr,43.29293,3.26024
sauveterre_de_guyenne,fr,44.69300,-0.08549
sauveterre,fr,44.02282,4.79347
sauveterre_de_bearn,fr,43.40000,-0.93333
sauverny,fr,46.31514,6.11827
sauve,fr,43.94150,3.94903
sauvagnon,fr,43.40000,-0.38333
sautron,fr,47.26274,-1.67107
sausset_les_pins,fr,43.33136,5.10431
saussay,fr,48.85571,1.40889
saussan,fr,43.57220,3.77500
sausheim,fr,47.78976,7.37134
saumur,fr,47.26667,-0.08333
saulzoir,fr,50.24057,3.44430
saulxures_sur_moselotte,fr,47.94894,6.77040
saulxures_les_nancy,fr,48.68907,6.24587
saulx_les_chartreux,fr,48.69062,2.26727
sault_les_rethel,fr,49.49980,4.36227
sault,fr,44.08968,5.40836
sault_brenaz,fr,45.85431,5.41424
saultain,fr,50.33676,3.57723
saulny,fr,49.15770,6.10929
saulnes,fr,49.53555,5.82629
saulieu,fr,47.28023,4.22857
saulge,fr,46.37758,0.87577
saulcy_sur_meurthe,fr,48.23758,6.96443
saulce_sur_rhone,fr,44.70280,4.80169
saujon,fr,45.67309,-0.92620
saugues,fr,44.96039,3.54784
saugnac_et_cambran,fr,43.67098,-0.99495
saucats,fr,44.65405,-0.59643
saubrigues,fr,43.60989,-1.31381
saubion,fr,43.67140,-1.34821
saubens,fr,43.47984,1.35189
satolas_et_bonce,fr,45.69299,5.13099
satillieu,fr,45.15035,4.61493
sathonay_village,fr,45.83270,4.88121
sathonay_camp,fr,45.82310,4.86754
sassenay,fr,46.83074,4.92523
sassenage,fr,45.20531,5.66515
sarzeau,fr,47.52772,-2.76933
sartrouville,fr,48.94820,2.19169
sartilly,fr,48.75239,-1.45678
sartene,fr,41.61667,8.98333
sars_poteries,fr,50.16928,4.02676
sarry,fr,48.91852,4.40621
sarrola_carcopino,fr,42.01241,8.85055
sarrians,fr,44.08401,4.96965
sarrewerden,fr,48.92261,7.08412
sarre_union,fr,48.93818,7.09373
sarreinsming,fr,49.09121,7.11053
sarreguemines,fr,49.10995,7.06747
sarrebourg,fr,48.73333,7.05000
sarras,fr,45.18679,4.80004
sarralbe,fr,48.99858,7.03074
sarlat_la_caneda,fr,44.88902,1.21656
sari_solenzara,fr,41.83519,9.37470
sarge_sur_braye,fr,47.92352,0.85340
sarge_les_le_mans,fr,48.03333,0.23333
sare,fr,43.31260,-1.58012
sarcelles,fr,49.00000,2.38333
sarbazan,fr,44.02029,-0.31294
saran,fr,47.95013,1.87601
saone,fr,47.22311,6.11682
sanvignes_les_mines,fr,46.66444,4.29188
santes,fr,50.59316,2.96289
santeny,fr,48.72730,2.57346
santec,fr,48.70000,-4.03333
santa_maria_di_lota,fr,42.74783,9.43202
santa_lucia_di_moriani,fr,42.38212,9.52242
sansac_de_marmiesse,fr,44.88485,2.34701
sannois,fr,48.96667,2.25000
san_nicolao,fr,42.36939,9.50943
sannerville,fr,49.18018,-0.22434
san_martino_di_lota,fr,42.73163,9.43966
sanguinet,fr,44.48320,-1.07457
sangatte,fr,50.94564,1.75321
sandillon,fr,47.84510,2.03155
sand,fr,48.38319,7.61233
sancoins,fr,46.83314,2.92238
sancey_le_grand,fr,47.29489,6.58287
sancerre,fr,47.32889,2.83447
sance,fr,46.33926,4.83049
sanary_sur_mer,fr,43.11783,5.80007
samoreau,fr,48.42946,2.75587
samois_sur_seine,fr,48.45251,2.75040
samoens,fr,46.08282,6.72647
sammeron,fr,48.94721,3.08333
samer,fr,50.63840,1.74628
sameon,fr,50.47135,3.33544
samatan,fr,43.49286,0.92976
samadet,fr,43.63761,-0.48785
salviac,fr,44.68080,1.26506
salouel,fr,49.86988,2.24340
salon_de_provence,fr,43.64074,5.09545
salome,fr,50.53352,2.84709
salles_sur_mer,fr,46.10543,-1.05741
salles_la_source,fr,44.43505,2.51283
salles_curan,fr,44.18220,2.78821
salles,fr,44.55000,-0.86073
sallertaine,fr,46.86017,-1.95522
salleboeuf,fr,44.83333,-0.40000
sallaumines,fr,50.41749,2.86174
sallanches,fr,45.94423,6.63162
salins_les_thermes,fr,45.47169,6.53051
salins_les_bains,fr,46.94663,5.87763
salins,fr,48.42156,3.02130
salindres,fr,44.17174,4.16020
saligny,fr,46.80833,-1.42726
salignac,fr,45.01607,-0.37964
salignac_eyvigues,fr,44.97464,1.32428
salies_du_salat,fr,43.10074,0.95866
salies_de_bearn,fr,43.47422,-0.92448
saleux,fr,49.85630,2.23698
sales,fr,45.87576,5.95998
salernes,fr,43.56349,6.23398
saleilles,fr,42.65418,2.95309
salses_le_chateau,fr,42.83333,2.91667
salbris,fr,47.42420,2.05124
salbert,fr,47.67236,6.82209
salaise_sur_sanne,fr,45.34234,4.81829
salagnon,fr,45.66713,5.35809
saizerais,fr,48.79083,6.04472
saix,fr,43.58333,2.18333
saivres,fr,46.43262,-0.23677
saint_zacharie,fr,43.38521,5.70808
saint_yzan_de_soudiac,fr,45.14118,-0.41078
saint_yvi,fr,47.96667,-3.93333
saint_yrieix_sur_charente,fr,45.68333,0.11667
saint_yrieix_la_perche,fr,45.51604,1.20569
saint_yorre,fr,46.06057,3.46813
saint_yan,fr,46.41147,4.03876
saint_xandre,fr,46.20444,-1.10267
saint_witz,fr,49.09100,2.57122
saint_wandrille_rancon,fr,49.52658,0.76497
saint_vrain,fr,48.54302,2.33331
saint_vivien_de_medoc,fr,45.42695,-1.03377
saint_vite,fr,44.47133,0.93876
saint_vit,fr,47.18333,5.81667
saint_vincent_sur_oust,fr,47.70010,-2.14657
saint_vincent_sur_graon,fr,46.51690,-1.38881
saint_vincent_de_tyrosse,fr,43.66031,-1.30799
saint_vincent_des_landes,fr,47.65695,-1.49572
saint_vincent_de_paul,fr,44.95429,-0.46751
saint_vincent_de_paul,fr,43.74431,-1.00662
saint_vincent_de_mercuze,fr,45.37063,5.95182
saint_vigor_le_grand,fr,49.28242,-0.68579
saint_victurnien,fr,45.87855,1.01376
saint_victor_la_coste,fr,44.06295,4.64238
saint_victoret,fr,43.41957,5.23396
saint_victor_de_cessieu,fr,45.55000,5.40000
saint_victor,fr,46.39467,2.60858
saint_viaud,fr,47.25619,-2.01833
saint_viatre,fr,47.52438,1.93276
saint_viance,fr,45.21752,1.45284
saint_verand,fr,45.91996,4.52791
saint_verand,fr,45.17277,5.33195
saint_venant,fr,50.61955,2.53946
saint_vaury,fr,46.20417,1.75654
saint_varent,fr,46.88934,-0.23210
saint_vallier_de_thiey,fr,43.69539,6.84430
saint_vallier,fr,46.64107,4.37107
saint_vallier,fr,45.17592,4.81514
saint_valery_sur_somme,fr,50.18333,1.63333
saint_valery_en_caux,fr,49.86667,0.73333
saint_valerien,fr,48.17805,3.09523
saint_vaast_la_hougue,fr,49.58843,-1.26931
saint_uze,fr,45.18502,4.86561
saint_usuge,fr,46.67900,5.25089
saint_usage,fr,47.11009,5.26044
saint_urbain,fr,48.40000,-4.23333
saint_urbain,fr,46.87557,-2.00961
saint_tropez,fr,43.26932,6.63981
saint_trojan_les_bains,fr,45.84134,-1.20728
saint_trivier_sur_moignans,fr,46.07233,4.89755
saint_trivier_de_courtes,fr,46.45904,5.08047
saint_thuriau,fr,48.01667,-2.95000
saint_thurial,fr,48.02924,-1.93181
saint_thonan,fr,48.48333,-4.33333
saint_thibery,fr,43.39657,3.41774
saint_thibault_des_vignes,fr,48.87111,2.68041
saint_thegonnec,fr,48.51667,-3.95000
saint_symphorien_sur_coise,fr,45.63200,4.45811
saint_symphorien_de_lay,fr,45.94849,4.21204
saint_symphorien,fr,46.26442,-0.49220
saint_symphorien,fr,44.42941,-0.49047
saint_sylvestre_sur_lot,fr,44.39667,0.80441
saint_sylvestre_pragoulin,fr,46.05101,3.39905
saint_sylvestre_cappel,fr,50.77625,2.55622
saint_sylvain,fr,49.05624,-0.21758
saint_sulpice_sur_risle,fr,48.78063,0.65739
saint_sulpice_sur_leze,fr,43.33076,1.32091
saint_sulpice_les_feuilles,fr,46.31868,1.36792
saint_sulpice_le_gueretois,fr,46.20097,1.82826
saint_sulpice_la_foret,fr,48.21667,-1.57972
saint_sulpice_et_cameyrac,fr,44.91131,-0.39048
saint_sulpice_de_royan,fr,45.67035,-1.01252
saint_sulpice_de_faleyrens,fr,44.86667,-0.18333
saint_sulpice_de_cognac,fr,45.75978,-0.38093
saint_sulpice,fr,49.35049,2.12314
saint_sulpice_de_pommeray,fr,47.60000,1.26667
saint_sulpice_la_pointe,fr,43.77500,1.68511
saint_soupplets,fr,49.03866,2.80723
saint_souplet,fr,50.05639,3.53179
saint_sorlin_en_valloire,fr,45.28986,4.95205
saint_sorlin_en_bugey,fr,45.88468,5.37110
saint_simon,fr,44.96491,2.49090
saint_simeon_de_bressieux,fr,45.33850,5.26591
saint_sever_calvados,fr,48.84035,-1.04773
saint_sever,fr,43.75727,-0.57357
saint_seurin_sur_l_isle,fr,45.01667,0.00000
saint_sernin_du_bois,fr,46.84074,4.43271
saint_sernin,fr,44.57208,4.39163
saint_senoux,fr,47.90552,-1.78819
saint_senier_sous_avranches,fr,48.68399,-1.33126
saint_selve,fr,44.67095,-0.47887
saint_sebastien_sur_loire,fr,47.20768,-1.50332
saint_sebastien_de_morsent,fr,49.01096,1.08730
saint_savournin,fr,43.40848,5.52690
saint_savinien,fr,45.87711,-0.67919
saint_savin,fr,45.15000,-0.45000
saint_savin,fr,46.56528,0.86709
saint_savin,fr,45.62770,5.30722
saint_sauveur_sur_ecole,fr,48.49750,2.54711
saint_sauveur_le_vicomte,fr,49.38547,-1.53310
saint_sauveur_lendelin,fr,49.12988,-1.41405
saint_sauveur_en_rue,fr,45.27021,4.49529
saint_sauveur_des_landes,fr,48.34278,-1.31248
saint_sauveur_de_montagut,fr,44.82142,4.57993
saint_sauveur_d_aunis,fr,46.21716,-0.88580
saint_sauveur,fr,49.93792,2.21162
saint_sauveur,fr,49.31857,2.78321
saint_sauveur,fr,47.80530,6.38583
saint_sauveur,fr,46.80841,0.62277
saint_sauveur,fr,45.20272,-0.83433
saint_sauveur,fr,45.15335,5.35280
saint_sauveur,fr,43.74830,1.40085
saint_sauves_d_auvergne,fr,45.60000,2.68333
saint_sauvant,fr,46.35965,0.05634
saint_saulve,fr,50.37141,3.55612
saint_saturnin_sur_loire,fr,47.39438,-0.43565
saint_saturnin_les_avignon,fr,43.95501,4.92548
saint_saturnin_les_apt,fr,43.93333,5.38333
saint_saturnin,fr,48.05795,0.15218
saint_saturnin,fr,45.66667,0.05000
saint_saturnin,fr,45.65945,3.09019
saint_satur,fr,47.33914,2.83734
saint_samson_sur_rance,fr,48.49252,-2.02865
saint_saens,fr,49.67302,1.28525
saints,fr,48.76066,3.04645
saintry_sur_seine,fr,48.59640,2.49515
saint_romans,fr,45.11507,5.32751
saint_romain_sur_cher,fr,47.31877,1.39956
saint_romain_le_puy,fr,45.55950,4.12839
saint_romain_la_motte,fr,46.08460,3.98160
saint_romain_en_gal,fr,45.53159,4.86074
saint_romain_de_popey,fr,45.84763,4.53082
saint_romain_de_jalionas,fr,45.75697,5.21527
saint_romain_de_colbosc,fr,49.53093,0.35719
saint_romain_de_benet,fr,45.69150,-0.84765
saint_rogatien,fr,46.15000,-1.06963
saint_riquier,fr,50.13235,1.94755
saint_restitut,fr,44.33507,4.79155
saint_renan,fr,48.43333,-4.61667
saint_remy_sur_durolle,fr,45.88822,3.59125
saint_remy_sur_avre,fr,48.76143,1.24532
saint_remy_les_chevreuse,fr,48.70708,2.07692
saint_remy_en_rollat,fr,46.18555,3.39613
saint_remy_en_mauges,fr,47.27202,-1.07499
saint_remy_de_provence,fr,43.78848,4.83167
saint_remy,fr,48.94007,-0.50344
saint_remy,fr,46.76334,4.83928
saint_remy_de_maurienne,fr,45.40000,6.26667
saint_raphael,fr,43.42332,6.77350
saint_rambert_en_bugey,fr,45.94426,5.43904
saint_quentin_sur_le_homme,fr,48.64751,-1.31806
saint_quentin_sur_isere,fr,45.27881,5.54221
saint_quentin_la_poterie,fr,44.04392,4.44432
saint_quentin_fallavier,fr,45.63050,5.10924
saint_quentin_en_mauges,fr,47.29130,-0.91191
saint_quentin_de_baron,fr,44.81802,-0.28636
saint_quentin,fr,49.84889,3.28757
saint_quay_portrieux,fr,48.64992,-2.83059
saint_quay_perros,fr,48.78333,-3.45000
saint_python,fr,50.19001,3.48027
saint_pryve_saint_mesmin,fr,47.88177,1.86950
saint_prouant,fr,46.75822,-0.95703
saint_projet_saint_constant,fr,45.72802,0.33851
saint_prix,fr,49.01667,2.26667
saint_privat_la_montagne,fr,49.18768,6.03874
saint_privat_des_vieux,fr,44.14415,4.12988
saint_privat,fr,45.13857,2.09869
saint_privat,fr,44.63002,4.41656
saint_priest_taurion,fr,45.88686,1.40016
saint_priest_sous_aixe,fr,45.81667,1.10000
saint_priest_en_jarez,fr,45.47501,4.37614
saint_priest,fr,45.69613,4.93891
saint_priest,fr,44.71767,4.54620
saint_prest,fr,48.49107,1.53034
saint_pourcain_sur_sioule,fr,46.30927,3.28787
saint_pouange,fr,48.22656,4.03979
saint_porquier,fr,44.00344,1.17932
saint_porchaire,fr,45.82075,-0.78235
saint_pons_de_thomieres,fr,43.48333,2.76667
saint_pol_sur_ternoise,fr,50.38113,2.33407
saint_pol_sur_mer,fr,51.03116,2.33983
saint_pol_de_leon,fr,48.68333,-3.98333
saint_planchers,fr,48.82269,-1.52598
saint_pierre_sur_dives,fr,49.01667,-0.03333
saint_pierre_quiberon,fr,47.52061,-3.13084
saint_pierre_montlimart,fr,47.26976,-1.02738
saint_pierre_les_nemours,fr,48.26733,2.67966
saint_pierre_les_elbeuf,fr,49.27901,1.04305
saint_pierre_le_moutier,fr,46.79277,3.11657
saint_pierre_la_palud,fr,45.78956,4.61291
saint_pierre_la_cour,fr,48.11258,-1.02496
saint_pierre_en_val,fr,50.02168,1.44707
saint_pierre_eglise,fr,49.66848,-1.40358
saint_pierre_du_vauvray,fr,49.23208,1.22125
saint_pierre_du_regard,fr,48.84286,-0.54631
saint_pierre_du_perray,fr,48.61064,2.49429
saint_pierre_du_mont,fr,43.88453,-0.52185
saint_pierre_du_chemin,fr,46.69523,-0.70095
saint_pierre_d_oleron,fr,45.94430,-1.30630
saint_pierre_de_varengeville,fr,49.50240,0.93118
saint_pierre_des_nids,fr,48.39826,-0.09984
saint_pierre_des_fleurs,fr,49.25000,0.96667
saint_pierre_des_echaubrognes,fr,46.98988,-0.74441
saint_pierre_des_corps,fr,47.38623,0.74849
saint_pierre_de_plesguen,fr,48.44638,-1.91278
saint_pierre_de_chandieu,fr,45.64558,5.01128
saint_pierre_de_boeuf,fr,45.36667,4.75000
saint_pierre_d_aurillac,fr,44.57168,-0.18922
saint_piat,fr,48.54668,1.58363
saint_philibert,fr,47.58821,-2.99978
saint_philbert_du_peuple,fr,47.39314,-0.04360
saint_philbert_de_grand_lieu,fr,47.03580,-1.64120
saint_philbert_de_bouaine,fr,46.98568,-1.52022
saint_perreux,fr,47.66952,-2.10809
saint_pere_sur_loire,fr,47.76667,2.36667
